id,Decision,Driving_to,Passanger,Weather,Temperature,Time,Coupon,Coupon_validity,Gender,Age,Maritalstatus,Children,Education,Occupation,Income,Bar,Coffeehouse,Carryaway,Restaurantlessthan20,Restaurant20to50,Direction_same,Distance
158,1,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Business & Financial,$37500 - $49999,1,4,2,2,2,0,1
159,1,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,41,Single,0,Some college - no degree,Sales & Related,$37500 - $49999,0,0,3,2,1,0,1
160,0,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,1,1,1,1,1,1,1
161,1,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Unmarried partner,0,Some college - no degree,Sales & Related,$62500 - $74999,4,2,2,3,1,0,2
162,0,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,31,Unmarried partner,0,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,2,1,2,2,1,0,2
163,0,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,0,4,2,3,1,0,3
164,0,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,1,0,3,2,1,1,1
165,1,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$12500 - $24999,2,1,2,2,1,0,1
166,0,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Female,36,Unmarried partner,0,Associates degree,Unemployed,$75000 - $87499,0,0,4,4,2,0,1
167,0,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,31,Married partner,1,Bachelors degree,Unemployed,$100000 or More,0,3,3,3,1,0,3
168,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,50plus,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,2,2,1,2,1,0,1
169,1,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,26,Single,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,2,0,2,2,2,0,1
170,1,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,2,3,3,2,,0,2
171,1,Home,Alone,Sunny,55,6PM,Bar,1d,Male,36,Married partner,1,Some college - no degree,Management,$75000 - $87499,2,2,2,3,1,1,1
172,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,3,2,2,2,1,0,3
173,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),1d,Male,41,Married partner,0,Some college - no degree,Production Occupations,$25000 - $37499,1,0,4,2,2,1,1
174,1,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,0,2,2,2,2,0,2
175,0,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Male,36,Married partner,1,Bachelors degree,Business & Financial,$75000 - $87499,1,1,3,2,2,0,2
176,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,1,2,2,2,0,0,2
177,0,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,2,1,3,1,0,0,2
178,0,Work,Alone,Sunny,55,7AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$50000 - $62499,0,2,3,3,1,0,3
179,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,0,0,3,1,2,0,1
180,0,Work,Alone,Rainy,55,7AM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,1,3,2,1,1,0,3
181,1,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,46,Married partner,1,High School Graduate,Transportation & Material Moving,$37500 - $49999,1,1,2,2,0,0,2
182,1,Work,Alone,Sunny,55,7AM,Bar,1d,Male,50plus,Married partner,0,Bachelors degree,Personal Care & Service,$50000 - $62499,0,1,1,2,1,0,3
183,1,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,4,4,4,4,4,1,1
184,1,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,1,1,3,2,1,1,1
185,1,Home,Partner,Rainy,55,6PM,Carry out & Take away,1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,1,2,3,3,3,1,1
186,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,1,1,2,1,1,1,2
187,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,3,2,4,3,2,0,2
188,0,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,3,0,4,3,0,0,2
189,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,0,3,3,3,0,0,1
190,1,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1,2,3,3,0,1,2
191,0,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,41,Divorced,1,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,0,4,1,2,0,0,2
192,0,No Urgent Place,Alone,Snowy,30,10AM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,0,0,2,2,1,0,2
193,1,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Management,$25000 - $37499,3,4,4,3,1,1,1
194,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,0,1,2,1,1,0,2
195,0,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,1,2,4,3,1,0,1
196,1,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$50000 - $62499,3,4,3,3,2,0,2
197,1,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,0,0,0,1,,0,2
198,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,50plus,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,2,2,1,2,1,0,1
199,0,No Urgent Place,Kid(s),Rainy,55,10PM,Bar,1d,Female,41,Unmarried partner,1,Some college - no degree,Unemployed,Less than $12500,0,2,2,3,1,0,2
200,0,No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,4,4,2,1,0,0,2
201,0,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,1,1,1,2,1,0,2
202,1,Home,Alone,Rainy,55,6PM,Bar,1d,Female,41,Single,1,Bachelors degree,Healthcare Support,$75000 - $87499,1,1,2,2,1,0,3
203,1,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,21,Single,0,Bachelors degree,Student,$62500 - $74999,0,1,2,1,1,0,2
204,1,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$12500 - $24999,1,3,3,4,1,1,1
205,1,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,1,4,3,4,2,0,2
206,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,0,1,3,2,2,0,1
207,0,Home,Alone,Sunny,55,6PM,Bar,1d,Female,31,Unmarried partner,0,Bachelors degree,Legal,$100000 or More,0,1,1,2,2,1,1
208,0,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,2,0,1,3,0,0,2
209,0,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,31,Single,0,Associates degree,Arts Design Entertainment Sports & Media,$75000 - $87499,,1,4,2,1,0,1
210,1,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,2,2,3,3,3,0,1
211,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$87500 - $99999,1,2,2,3,3,0,3
212,1,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,1,2,2,2,1,1,1
213,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,0,0,1,2,1,0,1
214,0,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,3,2,4,3,2,1,1
215,1,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,Associates degree,Office & Administrative Support,$75000 - $87499,2,3,,3,3,0,1
216,1,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,0,0,3,3,1,0,2
217,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,2,4,3,4,2,0,2
218,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,2,3,2,2,1,0,1
219,0,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Some college - no degree,Personal Care & Service,$87500 - $99999,0,4,1,2,1,0,1
220,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,0,1,2,2,2,0,1
221,0,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,21,Single,0,Bachelors degree,Sales & Related,$100000 or More,1,3,2,3,2,1,1
222,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,26,Single,0,Bachelors degree,Food Preparation & Serving Related,$50000 - $62499,3,2,3,2,3,1,2
223,1,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,0,3,3,2,1,0,2
224,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,36,Married partner,0,Associates degree,Protective Service,$100000 or More,3,0,3,3,2,0,1
225,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,High School Graduate,Student,$50000 - $62499,0,2,4,3,0,1,1
226,1,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,0,4,3,4,2,0,2
227,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,1,2,3,3,3,0,3
228,1,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,$25000 - $37499,1,2,2,2,1,0,1
229,0,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,0,1,1,3,1,1,1
230,1,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,31,Unmarried partner,1,Associates degree,Education&Training&Library,$50000 - $62499,0,0,3,,0,0,2
231,0,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,0,4,4,4,2,0,2
232,1,No Urgent Place,Friend(s),Sunny,55,10AM,Coffee House,1d,Male,41,Single,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,0,0,2,2,0,0,2
233,1,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,2,2,2,1,1,0,2
234,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,0,1,2,1,1,0,2
235,0,Home,Alone,Snowy,30,10PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,0,0,2,2,1,0,2
236,0,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,1,4,3,4,2,0,3
237,0,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Computer & Mathematical,$62500 - $74999,0,3,3,4,3,0,2
238,0,Home,Alone,Sunny,80,6PM,Bar,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$87500 - $99999,2,2,1,2,1,1,1
239,1,Work,Alone,Sunny,55,7AM,Bar,1d,Female,26,Single,0,Associates degree,Unemployed,Less than $12500,2,1,3,1,3,0,3
240,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,0,0,2,2,2,0,3
241,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,3,3,3,3,1,0,2
242,1,Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Female,below21,Unmarried partner,1,Some college - no degree,Education&Training&Library,$37500 - $49999,0,4,4,4,1,0,3
243,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,0,0,2,0,0,1,1
244,0,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,0,2,2,2,2,1,2
245,0,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,50plus,Divorced,1,Some college - no degree,Personal Care & Service,$12500 - $24999,0,1,2,2,1,1,1
246,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Business & Financial,$75000 - $87499,2,1,3,2,2,1,1
247,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,0,1,2,1,1,0,1
248,1,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,0,2,3,3,1,1,1
249,1,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,0,Bachelors degree,Management,$87500 - $99999,2,3,2,4,4,1,2
250,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$50000 - $62499,3,4,3,3,2,1,1
251,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,0,2,1,2,2,0,1
252,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,4,3,2,0,3
253,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Student,$50000 - $62499,0,0,0,4,1,1,1
254,0,Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,0,1,2,2,0,0,3
255,1,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,2,2,1,2,0,0,2
256,0,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,0,0,2,2,2,1,1
257,1,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Male,50plus,Married partner,0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,1,1,1,2,2,0,2
258,1,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$12500 - $24999,2,3,3,3,0,0,1
259,1,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,0,3,3,2,,0,1
260,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,31,Single,0,Bachelors degree,Unemployed,$100000 or More,0,3,4,3,1,1,2
261,0,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,50plus,Married partner,1,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,2,2,3,3,1,0,2
262,1,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,0,1,4,3,1,1,1
263,0,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Male,46,Married partner,1,Bachelors degree,Community & Social Services,$100000 or More,1,0,2,2,2,0,2
264,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Male,50plus,Single,0,Bachelors degree,Management,$100000 or More,2,3,3,2,1,0,1
265,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,21,Married partner,0,Bachelors degree,Architecture & Engineering,$75000 - $87499,1,1,2,3,1,0,1
266,0,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Female,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$50000 - $62499,1,1,1,4,1,0,1
267,1,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,below21,Single,0,Some college - no degree,Student,$100000 or More,0,1,2,2,2,0,1
268,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,2,0,3,2,1,0,3
269,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,26,Single,0,Associates degree,Unemployed,Less than $12500,1,0,2,1,1,1,1
270,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$12500 - $24999,2,1,2,2,1,1,1
271,0,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,0,0,2,2,2,0,1
272,1,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,1,1,1,1,0,0,1
273,0,Home,Alone,Sunny,55,6PM,Bar,2h,Male,26,Unmarried partner,1,Some college - no degree,Transportation & Material Moving,$12500 - $24999,2,3,2,3,1,1,2
274,0,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,26,Single,0,Associates degree,Unemployed,Less than $12500,2,1,3,1,3,0,1
275,1,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,2,1,3,1,0,0,2
276,1,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,3,2,3,2,1,1,1
277,1,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,41,Divorced,1,Some college - no degree,Transportation & Material Moving,$50000 - $62499,1,1,2,2,2,0,1
278,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,0,0,2,0,0,0,1
279,0,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,4,4,4,4,4,1,2
280,0,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,26,Married partner,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,0,1,2,2,0,1,1
281,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,0,1,3,1,1,0,1
282,1,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Computer & Mathematical,$25000 - $37499,1,2,2,2,1,0,3
283,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,31,Unmarried partner,1,Associates degree,Education&Training&Library,$50000 - $62499,0,0,3,,0,1,1
284,1,Work,Alone,Snowy,30,7AM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,2,0,1,1,1,0,3
285,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,below21,Unmarried partner,0,High School Graduate,Student,Less than $12500,0,3,2,3,1,0,2
286,1,Home,Alone,Sunny,55,6PM,Bar,1d,Female,41,Married partner,1,Bachelors degree,Management,$62500 - $74999,2,3,3,3,2,1,1
287,1,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,0,2,2,2,1,0,1
288,0,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$62500 - $74999,3,2,4,4,2,1,2
289,0,Home,Alone,Sunny,55,6PM,Bar,1d,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,0,2,2,1,1,1,1
290,0,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,1,0,1,2,0,0,2
291,0,Home,Alone,Sunny,55,6PM,Bar,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,1,1,4,3,2,1,2
292,1,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,3,1,2,3,2,0,1
